walk,15663712644290012,70,18.82,0.36,1
walk,15663712645380013,68,20.93,8.18,1
walk,15663712646630014,67,23.12,4.43,1
walk,15663712647640015,67,31.21,0.0,1
walk,15663712648740016,67,36.99,0.0,1
walk,15663712649750017,67,41.62,0.0,1
walk,15663712650690018,66,45.4,9.2,1
walk,15663712651630019,66,48.28,0.0,1
walk,15663712652570020,66,49.43,0.0,1
walk,15663712653500021,66,50.0,0.0,1
walk,15663712654440022,65,49.71,11.16,1
walk,15663712655530023,64,48.86,11.16,1
walk,15663712656630024,63,48.02,10.68,1
walk,15663712657740025,61,43.02,19.78,1
walk,15663712658680026,60,45.0,10.39,1
walk,15663712659770027,59,35.36,8.96,1
walk,15663712660860028,59,33.7,0.0,1
walk,15663712662030029,58,32.97,8.66,1
fall,15663712663130030,58,35.16,0.0,1
fall,15663712664220031,57,36.61,8.48,1
fall,15663712665160032,57,38.25,0.0,1
fall,15663712666090033,57,38.8,0.0,1
fall,15663712667190034,56,39.67,8.52,1
fall,15663712668280035,55,40.54,8.96,1
fall,15663712669250036,53,41.71,19.3,1
fall,15663712670190037,52,43.09,10.52,1
fall,15663712671130038,51,45.86,11.04,1
fall,15663712672380039,50,48.0,11.49,1
fall,15663712673200040,50,48.54,0.0,1
fall,15663712674170041,50,47.95,0.0,1
fall,15663712675290042,50,48.54,0.0,1
fall,15663712676270043,52,50.89,21.61,1
fall,15663712677170044,54,50.87,20.94,1
fall,15663712678200045,57,53.49,29.37,1
fall,15663712679300046,61,51.96,44.65,1
fall,15663712680390047,66,55.69,52.97,1
fall,15663712681480048,72,58.49,62.12,1
fall,15663712682580049,77,63.27,47.08,1
fall,15663712683670050,83,66.9,57.66,1
fall,15663712684610051,88,73.33,38.91,1
fall,15663712685500052,94,78.46,55.6,1
fall,15663712686590053,99,87.9,47.31,1
fall,15663712687680054,104,94.12,46.03,1
fall,15663712688780055,109,100.85,43.17,1
fall,15663712690090056,112,107.08,26.38,1
fall,15663712691280057,115,113.76,25.26,1
fall,15663712692540058,118,116.19,25.64,1
fall,15663712693630059,120,113.39,17.79,1
fall,15663712694730060,122,129.25,17.68,1
fall,15663712695660061,123,123.0,7.82,1
fall,15663712696840062,124,134.38,7.38,1
fall,15663712697890063,125,143.18,6.39,1
fall,15663712699140064,127,155.13,10.12,1
fall,15663712700230065,129,161.64,9.02,1
fall,15663712701080066,133,166.2,19.62,1
fall,15663712702180067,135,152.0,10.93,1
fall,15663712703270068,137,141.98,12.51,1
fall,15663712704370069,136,138.55,6.48,1
fall,15663712705460070,135,127.27,6.63,1
fall,15663712706550071,131,205.17,19.7,1
fall,15663712707650072,129,163.51,11.99,1
fall,15663712708820073,136,138.36,35.57,1
fall,15663712709870074,128,151.85,51.78,1
fall,15663712710970075,129,160.53,6.12,1
fall,15663712711910076,131,145.88,12.69,1
fall,15663712712840077,138,244.83,11.04,1
fall,15663712713860078,143,250.0,7.06,1
fall,15663712714960079,147,101.59,11.26,1
fall,15663712715890080,148,105.17,2.34,1
fall,15663712716990081,149,107.41,1.81,1
fall,15663712717920082,149,107.41,0.0,1
fall,15663712719020083,149,107.41,0.0,1
fall,15663712720110084,149,107.41,0.0,1
fall,15663712720940085,149,107.41,0.0,1
fall,15663712722030086,149,107.41,0.0,1
fall,15663712723130087,149,107.41,0.0,1
fall,15663712724220088,149,107.41,0.0,1
fall,15663712725260089,149,107.41,0.0,1
fall,15663712726350090,149,107.41,0.0,1
lying,15663712727450091,149,107.41,0.0,1
lying,15663712728540092,149,107.41,0.0,1
lying,15663712729630093,149,107.41,0.0,1
lying,15663712730570094,149,107.41,0.0,1
lying,15663712731670095,149,107.41,0.0,1
lying,15663712732600096,149,107.41,0.0,1
lying,15663712733720097,149,107.41,0.0,1
lying,15663712734820098,149,107.41,0.0,1
lying,15663712735750099,149,107.41,0.0,1
lying,15663712736690100,149,107.41,0.0,1
lying,15663712737550101,149,107.41,0.0,1
lying,15663712738490102,149,107.41,0.0,1
