action,timestamp,x_axis,y_axis,z_axis
notfall,15674436029220004,19,-11.607142857142856,6.202999999999999
notfall,15674436029560005,19,-11.607142857142856,0.0
notfall,15674436029900006,19,-11.607142857142856,0.0
notfall,15674436030260007,19,-11.607142857142856,0.0
notfall,15674436030600008,19,-11.607142857142856,0.0
notfall,15674436030990009,19,-11.607142857142856,0.0
notfall,15674436031390010,19,-11.607142857142856,0.0
notfall,15674436031730011,19,-11.607142857142856,0.0
notfall,15674436032140012,19,-11.607142857142856,0.0
notfall,15674436033590013,19,-11.607142857142856,0.0
notfall,15674436033920014,19,-11.607142857142856,0.0
notfall,15674436034260015,19,-11.607142857142856,0.0
notfall,15674436034600016,19,-11.607142857142856,0.0
notfall,15674436034930017,19,-11.607142857142856,0.0
notfall,15674436035300018,19,-11.607142857142856,0.0
notfall,15674436035640019,19,-11.607142857142856,0.0
notfall,15674436035970020,19,-11.607142857142856,0.0
notfall,15674436036290021,20,-13.917525773195875,4.805
notfall,15674436036630022,20,-13.917525773195875,0.0
notfall,15674436036980023,20,-13.917525773195875,0.0
notfall,15674436037350024,20,-13.917525773195875,0.0
notfall,15674436037690025,20,-13.917525773195875,0.0
notfall,15674436038040026,18,-18.907563025210084,-13.046
notfall,15674436038400027,18,-18.907563025210084,0.0
notfall,15674436038830028,18,-18.907563025210084,0.0
notfall,15674436039170029,18,-18.907563025210084,0.0
notfall,15674436039550030,18,-18.907563025210084,0.0
notfall,15674436039890031,18,-8.762886597938147,0.0
notfall,15674436040230032,18,-8.762886597938147,0.0
notfall,15674436040580033,18,-8.762886597938147,0.0
notfall,15674436040920034,18,-8.762886597938147,0.0
notfall,15674436041280035,18,-8.762886597938147,0.0
notfall,15674436041640036,19,-8.333333333333332,7.629
notfall,15674436041990037,19,-9.166666666666668,0.0
notfall,15674436042340038,19,-11.15702479338843,0.0
notfall,15674436042680039,18,-12.601626016260164,-6.077000000000001
notfall,15674436043020040,18,-14.516129032258062,0.0
notfall,15674436043390041,17,-15.116279069767439,-8.449
notfall,15674436043740042,17,-15.116279069767439,0.0
notfall,15674436044090043,17,-15.116279069767439,0.0
notfall,15674436044440044,17,-15.116279069767439,0.0
notfall,15674436044780045,17,-15.116279069767439,0.0
notfall,15674436045120046,16,-11.481481481481481,-9.308
notfall,15674436045500047,16,-11.481481481481481,0.0
notfall,15674436045850048,16,-11.481481481481481,0.0
notfall,15674436046200049,16,-11.481481481481481,0.0
notfall,15674436046550050,16,-11.481481481481481,0.0
notfall,15674436046920051,13,-11.538461538461535,-26.289
notfall,15674436047270052,13,-11.538461538461535,0.0
notfall,15674436047660053,13,-11.538461538461535,0.0
notfall,15674436048000054,13,-11.538461538461535,0.0
notfall,15674436048340055,13,-11.538461538461535,0.0
