action,timestamp,x-axis,y-axis,z-axis
walk,15663763596770002,91,70.9090909090909,0.4765
walk,15663763597910003,91,34.02061855670103,0.0
walk,15663763598840004,91,34.02061855670103,0.0
walk,15663763599910005,91,34.02061855670103,0.0
walk,15663763600980006,91,34.02061855670103,0.0
walk,15663763601970007,91,34.69387755102041,0.0
walk,15663763603060008,91,35.714285714285715,0.0
walk,15663763604160009,91,35.714285714285715,0.0
walk,15663763605250010,90,35.714285714285715,2.2085
walk,15663763606400011,90,35.714285714285715,0.0
walk,15663763607360012,90,35.714285714285715,0.0
walk,15663763608450013,90,35.714285714285715,0.0
walk,15663763609720014,90,35.714285714285715,0.0
walk,15663763610810015,90,35.714285714285715,0.0
walk,15663763611910016,90,35.714285714285715,0.0
walk,15663763613080017,90,35.714285714285715,0.0
walk,15663763614020018,90,35.714285714285715,0.0
walk,15663763614960019,90,35.714285714285715,0.0
walk,15663763615890020,90,35.714285714285715,0.0
walk,15663763616990021,90,35.714285714285715,0.0
walk,15663763618080022,90,35.714285714285715,0.0
walk,15663763619180023,90,35.714285714285715,0.0
walk,15663763620110024,90,35.714285714285715,0.0
walk,15663763620930025,90,35.714285714285715,0.0
walk,15663763621890026,90,35.714285714285715,0.0
walk,15663763622830027,90,35.714285714285715,0.0
walk,15663763623760028,90,35.714285714285715,0.0
walk,15663763624700029,89,46.464646464646464,3.169
walk,15663763625570030,89,52.04081632653062,0.0
walk,15663763626500031,88,49.504950495049506,3.7855
walk,15663763627440032,88,47.524752475247524,0.0
walk,15663763628380033,88,50.0,0.0
walk,15663763629320034,88,49.0,0.0
walk,15663763630250035,88,48.484848484848484,0.0
walk,15663763631190036,88,46.53465346534654,0.0
walk,15663763632130037,88,47.474747474747474,0.0
walk,15663763633110038,88,46.391752577319586,0.0
walk,15663763634040039,89,46.875,3.3485
walk,15663763635290040,89,43.13725490196079,0.0
walk,15663763636390041,89,45.83333333333333,0.0
walk,15663763637390042,89,44.11764705882353,0.0
walk,15663763638480043,89,46.0,0.0
walk,15663763639580044,89,48.93617021276596,0.0
walk,15663763640510045,89,45.83333333333333,0.0
walk,15663763641610046,89,45.83333333333333,0.0
walk,15663763642700047,89,48.35164835164835,0.0
walk,15663763643790048,89,44.329896907216494,0.0
walk,15663763644910049,89,44.79166666666667,0.0
walk,15663763645870050,89,46.73913043478261,0.0
walk,15663763646870051,89,39.784946236559136,0.0
walk,15663763647800052,89,40.44943820224719,0.0
walk,15663763648740053,89,39.77272727272727,0.0
walk,15663763649910054,88,38.04347826086957,1.9745
walk,15663763651000055,89,38.88888888888889,2.014
walk,15663763652100056,89,39.56043956043956,0.0
walk,15663763653190057,89,43.20987654320987,0.0
walk,15663763654280058,89,37.5,0.0
walk,15663763655380059,89,37.5,0.0
walk,15663763656470060,89,37.89473684210527,0.0
walk,15663763657420061,89,37.234042553191486,0.0
walk,15663763658360062,89,37.38317757009346,0.0
walk,15663763659450063,89,36.44859813084112,0.0
walk,15663763660540064,89,35.84905660377358,0.0
walk,15663763661410065,89,34.285714285714285,0.0
walk,15663763662660066,88,34.285714285714285,2.808
walk,15663763663750067,88,33.65384615384615,0.0
walk,15663763664850068,88,33.980582524271846,0.0
walk,15663763665940069,88,34.31372549019608,0.0
walk,15663763667030070,88,34.31372549019608,0.0
walk,15663763668130071,88,35.64356435643564,0.0
walk,15663763669110072,88,35.64356435643564,0.0
walk,15663763670040073,88,36.633663366336634,0.0
walk,15663763670980074,88,35.64356435643564,0.0
walk,15663763672070075,88,34.65346534653465,0.0
walk,15663763673090076,88,33.663366336633665,0.0
walk,15663763674180077,89,34.65346534653465,2.7775
walk,15663763675270078,89,34.65346534653465,0.0
walk,15663763676370079,89,35.64356435643564,0.0
walk,15663763677460080,89,36.633663366336634,0.0
walk,15663763678400081,88,36.89320388349515,2.903
walk,15663763679490082,88,35.92233009708738,0.0
walk,15663763680580083,88,35.92233009708738,0.0
walk,15663763682040084,89,35.92233009708738,2.8745
walk,15663763682970085,89,35.92233009708738,0.0
walk,15663763683910086,88,39.784946236559136,2.455
walk,15663763684850087,89,36.27450980392157,2.724
walk,15663763685970088,89,41.17647058823529,0.0
walk,15663763687060089,89,33.65384615384615,0.0
walk,15663763688150090,89,39.53488372093023,0.0
walk,15663763689250091,89,34.95145631067961,0.0
walk,15663763690500092,89,34.95145631067961,0.0
walk,15663763691430093,89,34.95145631067961,0.0
walk,15663763692370094,89,34.95145631067961,0.0
walk,15663763693260095,89,34.95145631067961,0.0
walk,15663763694200096,89,34.95145631067961,0.0
walk,15663763695290097,89,34.95145631067961,0.0
walk,15663763696390098,89,34.95145631067961,0.0
walk,15663763697330099,89,34.95145631067961,0.0
walk,15663763698420100,89,34.95145631067961,0.0
walk,15663763699510101,89,34.95145631067961,0.0
walk,15663763700610102,89,34.95145631067961,0.0
walk,15663763701620103,89,34.95145631067961,0.0
walk,15663763702560104,89,34.95145631067961,0.0
walk,15663763703650105,89,34.95145631067961,0.0
walk,15663763704500106,89,34.95145631067961,0.0
walk,15663763705600107,89,34.95145631067961,0.0
walk,15663763706690108,89,34.95145631067961,0.0
walk,15663763707780109,89,34.95145631067961,0.0
walk,15663763708720110,89,34.95145631067961,0.0
walk,15663763709730111,89,34.95145631067961,0.0
walk,15663763710820112,89,34.95145631067961,0.0
walk,15663763711760113,89,34.95145631067961,0.0
walk,15663763712860114,89,34.95145631067961,0.0
walk,15663763714030115,89,34.95145631067961,0.0
walk,15663763715130116,89,34.95145631067961,0.0
walk,15663763716060117,89,34.95145631067961,0.0
walk,15663763717160118,89,34.95145631067961,0.0
walk,15663763718090119,89,34.95145631067961,0.0
walk,15663763719030120,89,34.95145631067961,0.0
walk,15663763720120121,89,34.95145631067961,0.0
walk,15663763720930122,89,34.95145631067961,0.0
walk,15663763722340123,89,34.95145631067961,0.0
walk,15663763723430124,89,34.95145631067961,0.0
walk,15663763724520125,89,34.95145631067961,0.0
walk,15663763725550126,89,34.95145631067961,0.0
walk,15663763726640127,89,34.95145631067961,0.0
walk,15663763727730128,89,34.95145631067961,0.0
walk,15663763728830129,89,34.95145631067961,0.0
walk,15663763729920130,89,34.95145631067961,0.0
walk,15663763731010131,89,34.95145631067961,0.0
walk,15663763732420132,89,34.95145631067961,0.0
walk,15663763733260133,89,34.95145631067961,0.0
walk,15663763734200134,89,34.95145631067961,0.0
walk,15663763735290135,89,34.95145631067961,0.0
walk,15663763736230136,89,34.95145631067961,0.0
walk,15663763737250137,89,34.95145631067961,0.0
walk,15663763738200138,89,34.95145631067961,0.0
walk,15663763739300139,84,36.84210526315789,10.72
walk,15663763740390140,84,44.44444444444444,0.0
walk,15663763741490141,85,43.29896907216495,2.6335
walk,15663763742590142,85,48.97959183673469,0.0
walk,15663763743680143,85,52.04081632653062,0.0
walk,15663763744940144,86,46.391752577319586,2.8325
walk,15663763746030145,86,29.166666666666668,0.0
walk,15663763747120146,85,42.5287356321839,1.9495
walk,15663763748220147,85,32.18390804597701,0.0
walk,15663763749070148,85,32.18390804597701,0.0
walk,15663763750170149,85,31.11111111111111,0.0
walk,15663763751260150,85,31.521739130434785,0.0
walk,15663763752670151,85,32.25806451612903,0.0
walk,15663763753600152,86,35.483870967741936,2.1915
walk,15663763754700153,86,38.94736842105263,0.0
walk,15663763755790154,87,40.42553191489361,2.337
walk,15663763756940155,87,42.10526315789473,0.0
walk,15663763757880156,88,42.10526315789473,2.4945
walk,15663763758970157,89,41.48936170212766,2.7085
walk,15663763760060158,89,37.89473684210527,0.0
walk,15663763761080159,89,34.73684210526316,0.0
walk,15663763762180160,89,35.051546391752574,0.0
walk,15663763763270161,89,31.958762886597935,0.0
walk,15663763764370162,88,34.065934065934066,1.992
walk,15663763765460163,88,27.659574468085108,0.0
walk,15663763766550164,88,29.166666666666668,0.0
walk,15663763767650165,88,34.34343434343434,0.0
walk,15663763768850166,88,33.980582524271846,0.0
walk,15663763769880167,88,35.23809523809524,0.0
walk,15663763770970168,89,28.971962616822427,2.383
walk,15663763772220169,90,36.19047619047619,2.8535
walk,15663763773070170,91,31.428571428571427,2.591
walk,15663763774170171,91,32.407407407407405,0.0
walk,15663763775260172,91,34.25925925925926,0.0
walk,15663763776360173,91,35.18518518518518,0.0
walk,15663763777450174,88,33.33333333333333,8.055
walk,15663763778540175,90,33.94495412844037,5.084
walk,15663763779640176,90,31.19266055045872,0.0
walk,15663763780790177,90,31.19266055045872,0.0
walk,15663763781720178,91,33.63636363636363,2.7905
walk,15663763782810179,91,34.51327433628318,0.0
walk,15663763783750180,92,36.283185840707965,3.1255
walk,15663763784840181,94,35.714285714285715,6.196
walk,15663763785850182,95,33.6283185840708,3.056
walk,15663763786940183,95,31.896551724137932,0.0
walk,15663763788040184,95,31.03448275862069,0.0
walk,15663763789130185,95,29.059829059829063,0.0
walk,15663763790070186,95,27.350427350427353,0.0
walk,15663763791160187,95,24.786324786324787,0.0
walk,15663763792260188,95,23.728813559322035,0.0
walk,15663763793260189,95,24.390243902439025,0.0
walk,15663763794360190,96,26.77165354330709,3.144
walk,15663763795450191,97,29.457364341085274,3.455
walk,15663763796540192,98,31.297709923664126,3.7935
walk,15663763797640193,99,34.10852713178294,3.9495
walk,15663763798730194,100,34.090909090909086,4.051
walk,15663763799980195,100,34.84848484848485,0.0
walk,15663763801220196,90,32.63888888888889,43.545
walk,15663763802310197,101,35.338345864661655,45.105500000000006
walk,15663763803410198,101,34.58646616541353,0.0
walk,15663763804500199,101,37.60683760683761,0.0
walk,15663763805590200,101,32.800000000000004,0.0
walk,15663763806690201,101,29.230769230769234,0.0
walk,15663763807780202,102,26.08695652173913,3.9935
walk,15663763808900203,102,29.71014492753623,0.0
walk,15663763809920204,103,31.386861313868614,4.399
walk,15663763810970205,104,30.88235294117647,4.5315
walk,15663763812060206,105,32.592592592592595,4.666
walk,15663763813080207,106,35.82089552238806,4.7795
walk,15663763814170208,106,38.80597014925373,0.0
walk,15663763815270209,106,41.40625,0.0
walk,15663763816360210,106,41.04477611940299,0.0
walk,15663763817300211,106,39.55223880597015,0.0
walk,15663763818390212,106,39.55223880597015,0.0
walk,15663763819490213,106,37.3134328358209,0.0
walk,15663763820580214,106,34.32835820895522,0.0
walk,15663763821720215,106,30.597014925373134,0.0
walk,15663763822810216,107,28.57142857142857,3.735
walk,15663763823910217,107,27.819548872180448,0.0
walk,15663763825070218,72,23.214285714285715,0.4925
walk,15663763826020219,72,25.0,0.0
walk,15663763827270220,71,24.2603550295858,4.91
walk,15663763828360221,72,29.166666666666668,5.7185
walk,15663763829460222,71,29.585798816568047,5.944
walk,15663763830550223,72,29.761904761904763,5.5975
walk,15663763831490224,71,27.810650887573964,5.8965
walk,15663763832580225,71,26.627218934911244,0.0
walk,15663763833730226,71,24.2603550295858,0.0
walk,15663763834820227,71,23.668639053254438,0.0
walk,15663763835920228,71,24.85207100591716,0.0
walk,15663763836860229,71,30.17751479289941,0.0
walk,15663763837890230,71,24.85207100591716,0.0
walk,15663763838990231,71,29.585798816568047,0.0
walk,15663763840080232,71,25.443786982248522,0.0
walk,15663763841170233,71,28.402366863905325,0.0
walk,15663763842270234,71,25.443786982248522,0.0
walk,15663763843360235,71,27.218934911242602,0.0
walk,15663763844450236,109,34.35114503816794,0.4619
walk,15663763845410237,109,31.297709923664126,0.0
walk,15663763846500238,109,32.82442748091603,0.0
walk,15663763847600239,109,34.35114503816794,0.0
walk,15663763848690240,71,26.627218934911244,0.5861500000000001
walk,15663763849860241,71,27.218934911242602,0.0
walk,15663763850950242,71,27.218934911242602,0.0
walk,15663763852050243,71,27.810650887573964,0.0
walk,15663763853140244,70,28.235294117647058,6.1295
walk,15663763854230245,71,27.218934911242602,5.918
walk,15663763855480246,71,27.810650887573964,0.0
walk,15663763856580247,70,25.294117647058822,5.844
walk,15663763857720248,71,26.035502958579883,5.667
walk,15663763858810249,70,26.47058823529412,5.786
walk,15663763859900250,70,24.11764705882353,0.0
walk,15663763861080251,71,23.076923076923077,5.204
walk,15663763862170252,70,22.35294117647059,5.143
walk,15663763863270253,71,21.893491124260358,4.805
walk,15663763864200254,71,21.893491124260358,0.0
