action,timestamp,x-axis,y-axis,z-axis
walk,15663817384250050,93,23.12925170068027,0.3191
walk,15663817385350051,91,24.832214765100673,7.137
walk,15663817386440052,91,26.845637583892618,0.0
walk,15663817387310053,90,28.666666666666668,4.2575
walk,15663817388400054,90,31.333333333333336,0.0
walk,15663817389490055,89,33.77483443708609,4.99
walk,15663817390510056,89,37.086092715231786,0.0
walk,15663817391480057,88,39.473684210526315,7.9495
walk,15663817392470058,88,42.76315789473684,0.0
walk,15663817393400059,86,45.45454545454545,17.522
walk,15663817394340060,85,47.74193548387097,8.832
walk,15663817395430061,83,43.94904458598726,17.011
walk,15663817396370062,82,43.037974683544306,8.492
walk,15663817397310063,81,42.76729559748428,8.4995
walk,15663817398250064,79,40.993788819875775,16.718
walk,15663817399220065,78,40.123456790123456,8.2765
walk,15663817400180066,77,38.65030674846626,8.1445
walk,15663817401140067,76,38.41463414634146,8.1855
walk,15663817402080068,75,39.39393939393939,8.4075
walk,15663817403020069,75,40.60606060606061,0.0
walk,15663817403880070,74,41.566265060240966,8.88
walk,15663817404820071,74,42.77108433734939,0.0
walk,15663817405760072,73,43.11377245508982,8.99
walk,15663817406850073,73,42.51497005988024,0.0
walk,15663817407790074,72,41.07142857142857,8.8835
walk,15663817408720075,71,39.64497041420118,8.714
walk,15663817409660076,70,34.705882352941174,8.07
walk,15663817410600077,68,35.46511627906977,16.429
walk,15663817411530078,66,33.90804597701149,16.315
walk,15663817412460079,64,33.52272727272727,16.486
walk,15663817413400080,63,33.33333333333333,8.164
walk,15663817414340081,62,34.26966292134831,8.1485
walk,15663817415280082,61,34.63687150837989,8.3075
walk,15663817416280083,60,34.44444444444444,8.617
walk,15663817417220084,59,33.70165745856354,8.5185
walk,15663817418160085,59,33.70165745856354,0.0
walk,15663817419100086,58,32.417582417582416,8.379
walk,15663817420030087,58,31.868131868131865,0.0
walk,15663817420970088,58,32.417582417582416,0.0
walk,15663817421910089,57,32.78688524590164,8.6175
walk,15663817422850090,57,31.693989071038253,0.0
walk,15663817423990091,57,30.601092896174865,0.0
walk,15663817424920092,57,28.96174863387978,0.0
walk,15663817425860093,56,27.717391304347828,8.2685
walk,15663817426800094,56,27.173913043478258,0.0
walk,15663817427640095,55,26.486486486486488,8.151
walk,15663817428580096,54,25.806451612903224,8.019
walk,15663817429520097,54,26.344086021505376,0.0
walk,15663817430620098,53,26.203208556149733,7.8945
walk,15663817431560099,53,26.203208556149733,0.0
walk,15663817432490100,52,26.595744680851062,7.695
walk,15663817433430101,51,26.455026455026452,7.6065
walk,15663817434370102,51,24.867724867724867,0.0
walk,15663817435180103,51,24.867724867724867,0.0
walk,15663817436160104,51,24.867724867724867,0.0
walk,15663817437090105,51,24.867724867724867,0.0
walk,15663817438030106,51,25.925925925925924,0.0
walk,15663817438970107,51,28.57142857142857,0.0
walk,15663817439900108,51,29.100529100529098,0.0
walk,15663817440840109,51,28.57142857142857,0.0
walk,15663817441780110,50,25.789473684210527,8.0125
walk,15663817442720111,50,26.31578947368421,0.0
walk,15663817443530112,48,25.520833333333332,14.314
walk,15663817444500113,47,26.94300518134715,7.0995
walk,15663817445440114,46,27.835051546391753,7.029
walk,15663817446530115,45,28.205128205128204,6.9105
walk,15663817447470116,44,29.081632653061224,7.1155
walk,15663817448410117,44,29.081632653061224,0.0
walk,15663817449500118,44,29.081632653061224,0.0
walk,15663817450440119,44,28.57142857142857,0.0
walk,15663817451380120,44,27.55102040816326,0.0
walk,15663817452470121,44,26.02040816326531,0.0
walk,15663817453410122,44,25.0,0.0
sleep,15663817454500123,44,23.97959183673469,0.0
sleep,15663817455480124,44,24.489795918367346,0.0
sleep,15663817456440125,44,26.53061224489796,0.0
sleep,15663817457380126,45,27.17948717948718,7.996
sleep,15663817458320127,45,27.692307692307693,0.0
sleep,15663817459410128,45,34.146341463414636,0.0
sleep,15663817460500129,46,32.02247191011236,6.9685
sleep,15663817461440130,46,32.58426966292135,0.0
sleep,15663817462380131,47,32.608695652173914,6.8415
sleep,15663817463210132,48,33.87978142076503,6.8185
sleep,15663817464310133,49,35.16483516483517,7.113
sleep,15663817465240134,51,36.312849162011176,13.594
sleep,15663817466180135,53,37.5,13.743
sleep,15663817467120136,55,38.72832369942196,14.004
sleep,15663817468280137,57,40.828402366863905,13.591
sleep,15663817469220138,59,42.168674698795186,13.451
sleep,15663817470160139,60,43.373493975903614,7.2325
sleep,15663817471090140,62,44.24242424242424,15.013
sleep,15663817471980141,64,59.67741935483871,10.104
sleep,15663817472920142,65,46.2962962962963,7.2685
sleep,15663817473860143,66,53.14685314685315,6.2055
sleep,15663817474800144,68,52.41379310344828,12.353
sleep,15663817475680145,70,53.79310344827586,12.825
sleep,15663817476630146,73,55.714285714285715,18.897000000000002
sleep,15663817477720147,77,57.971014492753625,25.442
sleep,15663817478780148,81,60.0,25.162
sleep,15663817479730149,85,63.07692307692307,25.022
sleep,15663817480670150,90,65.07936507936508,30.8425
sleep,15663817481600151,95,68.33333333333333,30.384999999999998
sleep,15663817482540152,100,66.4,31.305
