action,timestamp,x_axis,y_axis,z_axis
notfall,15674436073300003,20,31.034482758620683,3.3539999999999996
notfall,15674436073650004,20,31.034482758620683,0.0
notfall,15674436073990005,20,31.034482758620683,0.0
notfall,15674436074340006,22,35.45454545454545,6.957999999999999
notfall,15674436074680007,22,35.45454545454545,0.0
notfall,15674436075130008,22,35.45454545454545,0.0
notfall,15674436075530009,22,35.45454545454545,0.0
notfall,15674436075870010,22,35.45454545454545,0.0
fall,15674436076210011,25,-3.1746031746031744,30.321
fall,15674436076550012,25,-3.1746031746031744,0.0
fall,15674436076910013,25,-3.1746031746031744,0.0
fall,15674436077280014,25,-3.1746031746031744,0.0
fall,15674436077620015,25,-3.1746031746031744,0.0
fall,15674436077960016,26,32.242990654205606,11.967
fall,15674436078300017,27,80.9090909090909,4.33
fall,15674436078650018,28,16.055045871559635,8.932
fall,15674436079000019,30,27.27272727272727,21.434
fall,15674436079390020,30,27.67857142857143,0.0
fall,15674436079750021,31,26.47058823529411,15.439
fall,15674436080090022,34,29.64601769911505,44.463
fall,15674436080420023,36,31.25,29.3
fall,15674436080770024,38,32.30088495575221,29.838
fall,15674436081110025,40,33.47826086956521,30.715999999999998
fall,15674436081470026,43,22.992700729927012,58.581
fall,15674436081820027,50,25.96899224806201,0.0
fall,15674436082160028,54,27.34375,68.148
fall,15674436082490029,57,28.74015748031497,50.466
fall,15674436082870030,60,28.461538461538463,51.084
fall,15674436083220031,65,28.102189781021906,113.66
fall,15674436083580032,75,33.87096774193549,0.0
fall,15674436083920033,83,60.41666666666667,89.96799999999999
fall,15674436084250034,90,70.0,75.39
fall,15674436084580035,99,70.87912087912088,115.281
fall,15674436084910036,108,65.625,0.0
fall,15674436085230037,122,122.72727272727272,0.0
fall,15674436085610038,125,159.45945945945948,45.968999999999994
fall,15674436085930039,127,180.88235294117646,29.998
fall,15674436086260040,130,187.87878787878788,42.57
fall,15674436086600041,129,165.49295774647885,-16.432000000000002
fall,15674436086950042,126,138.73239436619718,-34.959
fall,15674436087270043,124,133.58208955223878,-20.246
fall,15674436087640044,121,125.75757575757576,-28.857
fall,15674436087970045,118,126.47058823529413,-28.788
fall,15674436088300046,112,99.36708860759492,-63.486000000000004
fall,15674436088680047,112,99.36708860759492,0.0
fall,15674436089050048,112,99.36708860759492,0.0
fall,15674436089400049,112,99.36708860759492,0.0
fall,15674436089860050,112,99.36708860759492,0.0
fall,15674436090190051,119,104.41176470588236,68.47399999999999
fall,15674436090530052,121,67.33333333333333,17.314
fall,15674436090870053,123,32.49999999999999,14.99
fall,15674436091210054,124,31.3953488372093,8.452
fall,15674436091580055,129,40.123456790123456,42.64
fall,15674436092690056,129,93.20987654320987,0.0
fall,15674436093060057,133,98.05194805194807,47.263999999999996
fall,15674436093400058,134,80.61224489795917,4.584
fall,15674436093740059,135,103.33333333333334,11.982999999999999
lying,15674436094080060,134,92.10526315789473,-10.338
lying,15674436094440061,133,75.97402597402598,-11.649000000000001
lying,15674436094770062,133,75.97402597402598,0.0
lying,15674436095100063,133,75.97402597402598,0.0
lying,15674436095430064,133,75.97402597402598,0.0
lying,15674436095760065,133,75.97402597402598,0.0
lying,15674436096120066,133,75.97402597402598,0.0
lying,15674436096460067,133,75.97402597402598,0.0
lying,15674436096810068,133,75.97402597402598,0.0
lying,15674436097150069,133,75.97402597402598,0.0
lying,15674436097510070,133,75.97402597402598,0.0
lying,15674436097840071,133,75.97402597402598,0.0
lying,15674436098190072,133,75.97402597402598,0.0
lying,15674436098520073,133,75.97402597402598,0.0
lying,15674436098830074,133,75.97402597402598,0.0
lying,15674436099170075,133,75.97402597402598,0.0
lying,15674436099500076,133,75.97402597402598,0.0
lying,15674436099910077,133,75.97402597402598,0.0
lying,15674436100280078,133,75.97402597402598,0.0
lying,15674436100610079,133,75.97402597402598,0.0
lying,15674436100940080,133,75.97402597402598,0.0
lying,15674436101270081,133,75.97402597402598,0.0
lying,15674436101610082,133,75.97402597402598,0.0
lying,15674436101940083,133,75.97402597402598,0.0
